system:index,Area,Ciudad,mean,.geo
0000000000000000007c,4.279730002424055,tocopilla,20.058048581460817,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d,7.272645455691587,tome,5.54030802759395,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e,3.491987144645145,traiguen,0.09618171768692166,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f,25.88234867238156,valdivia,8.101572903953393,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080,6.451857713938181,vallenar,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081,26.433622122053244,valparaiso,4.912628196057772,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,5.671102005217545,victoria,0.01450642506966914,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,1.84298349794721,vicuna,0.47217123007506284,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,1.414049541723059,villa alegre,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,19.485648017535006,villa alemana,5.130536366104034E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,5.715499794408955,villarrica,4.653501558030796,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087,19.977995466482064,vitacura,0.026699330404860236,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,8.174388944325917,conurbacion la serena coquimbo,0.1404917264510994,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,78.32459237953255,conurbacion la serena coquimbo,2.4267476458414836,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,21.81564680972712,gran concepcion,7.346072314130802,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008b,0.914112342090235,gran concepcion,3.6884810162611386,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,5.475152223395333,gran concepcion,11.689097029428781,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,7.272645455569831,gran concepcion,5.5403127121099915,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,72.4595040998818,gran concepcion,4.241107538373781,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,2.709352426217758,gran concepcion,0.14184917798004748,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090,6.172045966016391,gran concepcion,7.592422863595431,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,838.0743700238451,gran santiago,0.16400836635798643,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000092,5.626899426722393,gran temuco,2.8295041552899924,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000093,33.81164487898705,gran temuco,0.9861055160074836,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,40.51053276912796,gran valparaiso,4.2492774240248625,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,43.26161391028797,gran valparaiso,0.002437652911305958,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,49.01510838232269,gran valparaiso,3.512175133360608,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,35.908504155621436,la serena,1.2938337465322323,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,8.174388944321459,la serena,0.1404917264510994,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,17.690702262683256,pudahuel,0.0010373755212939122,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,2.10396576327464,pudahuel,0.03579155001272586,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,1.561389154703474,puente alto,0.32538277345259436,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,41.43521199696722,puente alto,0.10596904166736273,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,23.77643270478266,quilpue,0.0038405404232875534,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,1.014980731456474,quilpue,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,37.92391541741272,san bernardo,0.08721956152326184,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,2.05845858874058,san bernardo,0.0563560297783623,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,0.451010986532189,san bernardo,1.9519330828154353,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,14.076955934871542,vina del mar,2.9367990792035155,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,38.34714577147134,vina del mar,2.3583999144452448,"{""type"":""MultiPoint"",""coordinates"":[]}"
