system:index,Area,Ciudad,median,.geo
00000000000000000083,1.84298349794721,vicuna,0.019356358781421754,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,1.414049541723059,villa alegre,0.020687795152575027,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,19.485648017535006,villa alemana,0.021717664012812183,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,5.715499794408955,villarrica,0.01902070641517639,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087,19.977995466482064,vitacura,0.023084073793143034,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,8.174388944325917,conurbacion la serena coquimbo,0.021569713950157166,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,78.32459237953255,conurbacion la serena coquimbo,0.02167716404190835,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,21.81564680972712,gran concepcion,0.020365078023858278,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008b,0.914112342090235,gran concepcion,0.02039554993538066,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,5.475152223395333,gran concepcion,0.01988018127912691,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,7.272645455569831,gran concepcion,0.020157050993365008,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,72.4595040998818,gran concepcion,0.0208155777281908,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,2.709352426217758,gran concepcion,0.01990933136175394,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090,6.172045966016391,gran concepcion,0.02033744383698213,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,838.0743700238451,gran santiago,0.022162081923653883,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000092,5.626899426722393,gran temuco,0.019651345906132874,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000093,33.81164487898705,gran temuco,0.01963014149482168,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,40.51053276912796,gran valparaiso,0.021244535170022526,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,43.26161391028797,gran valparaiso,0.021627225906724855,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,49.01510838232269,gran valparaiso,0.0214871312670949,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,35.908504155621436,la serena,0.02161357741937345,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,8.174388944321459,la serena,0.021569713950157166,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,17.690702262683256,pudahuel,0.022040795907378195,"{""type"":""MultiPoint"",""coordinates"":[]}"
