system:index,Area,Ciudad,median,.geo
00000000000000000074,10.024395953604394,santo domingo,0.026200040827957665,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075,6.339676278566597,talagante,0.025577140248645422,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076,37.625253847113036,talca,0.025099490341551487,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077,32.87731178107284,talcahuano,0.026874164270017955,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078,2.424477394831314,taltal,0.026241690386086702,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,33.81164487928305,temuco,0.02423927932977676,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a,1.661835744972487,teno,0.024629494175314903,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,4.279730002424055,tocopilla,0.027693786451251843,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007c,7.272645455691587,tome,0.026730693876743317,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d,3.491987144645145,traiguen,0.02381266403859729,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e,25.88234867238156,valdivia,0.02468365730872502,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f,6.451857713938181,vallenar,0.023873774367492842,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080,26.433622122053244,valparaiso,0.02696904186243816,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081,5.671102005217545,victoria,0.02407160406550658,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,1.84298349794721,vicuna,0.022957201936179575,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,1.414049541723059,villa alegre,0.024675084004752525,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,19.485648017535006,villa alemana,0.025611637066617305,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,5.715499794408955,villarrica,0.023984210938215254,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,19.977995466482064,vitacura,0.027613681741058826,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087,31.191034452286953,conurbacion chillan,0.024739785119891167,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,95.54858386650648,conurbacion la serena coquimbo,0.025351621105206036,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,66.6687272823699,gran concepcion,0.025399141013622284,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,125.46917269662812,gran concepcion,0.025666425004601475,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008b,838.0743700238451,gran santiago,0.026296566056832726,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,51.29385565098421,gran temuco,0.02422840507211761,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,190.61400345272207,gran valparaiso,0.02613502482275673,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,35.908504155621436,la serena,0.02507124117068697,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,8.174388944321459,la serena,0.025073472044857024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090,17.690702262683256,pudahuel,0.02615871024080442,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,2.10396576327464,pudahuel,0.026438375678614817,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000092,1.561389154703474,puente alto,0.02497194384628899,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000093,41.43521199696722,puente alto,0.025244148820638655,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,23.77643270478266,quilpue,0.02570843463077787,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,1.014980731456474,quilpue,0.026144220636788982,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,37.92391541741272,san bernardo,0.025158826261758804,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,2.05845858874058,san bernardo,0.025602196547034932,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,0.451010986532189,san bernardo,0.025855917483568195,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,14.076955934871542,vina del mar,0.026169168372608714,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,38.34714577147134,vina del mar,0.0260639542865177,"{""type"":""MultiPoint"",""coordinates"":[]}"
