system:index,Area,Ciudad,median,.geo
00000000000000000000,6.173834131579466,algarrobo,0.017449093982577324,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,10.035936626414868,alto hospicio,0.02020331546664238,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,9.7901776377792,angol,0.016196278983020725,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,36.34342154980919,antofagasta,0.018211384555362555,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,22.519534188485938,arica,0.02155650003994889,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,18.42809118119975,calama,0.016170579492214853,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,3.05667815711644,calbuco,0.015998806804418564,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,2.941414630936887,canete,0.016300249472260477,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,1.90315986849891,carahue,0.015845947581325893,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,9.305908466871124,cartagena,0.0174779345591863,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,3.473167488830186,casablanca,0.017350358787601286,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,5.198671037858568,castro,0.016035507642252485,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,6.036242765602315,cauquenes,0.017132781744881698,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,9.158274736247051,cerro navia,0.01846897229552269,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,45.94415032587426,chicureo,0.018640378502633434,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,26.164017195287258,chillan,0.01706322468817234,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,0.860267849391956,cochrane,0.01425958089530468,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,7.28836392338693,colina,0.017696755026333586,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,1.440319820483295,combarbala,0.016175446721414726,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,39.58230303114235,concepcion,0.017147116148761948,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,9.652997749587094,concon,0.016873650202572546,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,5.012282673823348,constitucion,0.016253209714585333,"{""type"":""MultiPoint"",""coordinates"":[]}"
